id,atlas_id,name, ,st_level,parent_structure_id,depth,graph_order,structure_id_path,sphinx_id,acronym_path,color_hex_triplet,svg_hex_triplet
475,200.0,Medial geniculate complex,MG,8,1008.0,7,658,/997/8/343/1129/549/864/1008/475/,659,root/grey/BS/IB/TH/DORsm/GENd/MG,FF8084,FF7F83
170,162.0,Dorsal part of the lateral geniculate complex,LGd,8,1008.0,7,662,/997/8/343/1129/549/864/1008/170/,663,root/grey/BS/IB/TH/DORsm/GENd/LGd,FF8084,FF8084
218,168.0,Lateral posterior nucleus of the thalamus,LP,8,138.0,7,668,/997/8/343/1129/549/856/138/218/,669,root/grey/BS/IB/TH/DORpm/LAT/LP,FF909F,FE909D
1020,268.0,Posterior complex of the thalamus,PO,8,138.0,7,669,/997/8/343/1129/549/856/138/1020/,670,root/grey/BS/IB/TH/DORpm/LAT/PO,FF909F,FF8E9C
1029,269.0,Posterior limiting nucleus of the thalamus,POL,8,138.0,7,670,/997/8/343/1129/549/856/138/1029/,671,root/grey/BS/IB/TH/DORpm/LAT/POL,FF909F,FF8D9D
325,323.0,Suprageniculate nucleus,SGN,8,138.0,7,671,/997/8/343/1129/549/856/138/325/,672,root/grey/BS/IB/TH/DORpm/LAT/SGN,FF909F,FF8E9D
560581551,,Ethmoid nucleus of the thalamus,Eth,8,138.0,7,672,/997/8/343/1129/549/856/138/560581551/,673,root/grey/BS/IB/TH/DORpm/LAT/Eth,FF909F,FD8F9C
560581555,,Retroethmoid nucleus,REth,8,138.0,7,673,/997/8/343/1129/549/856/138/560581555/,674,root/grey/BS/IB/TH/DORpm/LAT/REth,FF909F,FD8D9E
255,31.0,Anteroventral nucleus of thalamus,AV,8,239.0,7,675,/997/8/343/1129/549/856/239/255/,676,root/grey/BS/IB/TH/DORpm/ATN/AV,FF909F,FD909E
127,15.0,Anteromedial nucleus,AM,8,239.0,7,676,/997/8/343/1129/549/856/239/127/,677,root/grey/BS/IB/TH/DORpm/ATN/AM,FF909F,FE909E
64,7.0,Anterodorsal nucleus,AD,8,239.0,7,679,/997/8/343/1129/549/856/239/64/,680,root/grey/BS/IB/TH/DORpm/ATN/AD,FF909F,FF8F9E
1120,139.0,Interanteromedial nucleus of the thalamus,IAM,8,239.0,7,680,/997/8/343/1129/549/856/239/1120/,681,root/grey/BS/IB/TH/DORpm/ATN/IAM,FF909F,FE8E9C
1113,138.0,Interanterodorsal nucleus of the thalamus,IAD,8,239.0,7,681,/997/8/343/1129/549/856/239/1113/,682,root/grey/BS/IB/TH/DORpm/ATN/IAD,FF909F,FC8E9F
155,160.0,Lateral dorsal nucleus of thalamus,LD,8,239.0,7,682,/997/8/343/1129/549/856/239/155/,683,root/grey/BS/IB/TH/DORpm/ATN/LD,FF909F,FF909D
59,148.0,Intermediodorsal nucleus of the thalamus,IMD,8,444.0,7,684,/997/8/343/1129/549/856/444/59/,685,root/grey/BS/IB/TH/DORpm/MED/IMD,FF909F,FE909F
362,186.0,Mediodorsal nucleus of thalamus,MD,8,444.0,7,685,/997/8/343/1129/549/856/444/362/,686,root/grey/BS/IB/TH/DORpm/MED/MD,FF909F,FD909D
366,328.0,Submedial nucleus of the thalamus,SMT,8,444.0,7,689,/997/8/343/1129/549/856/444/366/,690,root/grey/BS/IB/TH/DORpm/MED/SMT,FF909F,FD8E9F
1077,275.0,Perireunensis nucleus,PR,8,444.0,7,690,/997/8/343/1129/549/856/444/1077/,691,root/grey/BS/IB/TH/DORpm/MED/PR,FF909F,FD909C
149,301.0,Paraventricular nucleus of the thalamus,PVT,8,571.0,7,692,/997/8/343/1129/549/856/571/149/,693,root/grey/BS/IB/TH/DORpm/MTN/PVT,FF909F,FE8F9E
15,284.0,Parataenial nucleus,PT,8,571.0,7,693,/997/8/343/1129/549/856/571/15/,694,root/grey/BS/IB/TH/DORpm/MTN/PT,FF909F,FF909F
181,305.0,Nucleus of reuniens,RE,8,571.0,7,694,/997/8/343/1129/549/856/571/181/,695,root/grey/BS/IB/TH/DORpm/MTN/RE,FF909F,FD909F
560581559,,Xiphoid thalamic nucleus,Xi,8,571.0,7,695,/997/8/343/1129/549/856/571/560581559/,696,root/grey/BS/IB/TH/DORpm/MTN/Xi,FF909F,FC8F9F
189,306.0,Rhomboid nucleus,RH,8,51.0,7,697,/997/8/343/1129/549/856/51/189/,698,root/grey/BS/IB/TH/DORpm/ILM/RH,FF909F,FF8E9E
599,74.0,Central medial nucleus of the thalamus,CM,8,51.0,7,698,/997/8/343/1129/549/856/51/599/,699,root/grey/BS/IB/TH/DORpm/ILM/CM,FF909F,FD8E9E
907,254.0,Paracentral nucleus,PCN,8,51.0,7,699,/997/8/343/1129/549/856/51/907/,700,root/grey/BS/IB/TH/DORpm/ILM/PCN,FF909F,FE8D9F
575,71.0,Central lateral nucleus of the thalamus,CL,8,51.0,7,700,/997/8/343/1129/549/856/51/575/,701,root/grey/BS/IB/TH/DORpm/ILM/CL,FF909F,FD8F9D
930,257.0,Parafascicular nucleus,PF,8,51.0,7,701,/997/8/343/1129/549/856/51/930/,702,root/grey/BS/IB/TH/DORpm/ILM/PF,FF909F,FC909E
560581563,,Posterior intralaminar thalamic nucleus,PIL,8,51.0,7,702,/997/8/343/1129/549/856/51/560581563/,703,root/grey/BS/IB/TH/DORpm/ILM/PIL,FF909F,FE8D9E
27,144.0,Intergeniculate leaflet of the lateral geniculate complex,IGL,8,1014.0,7,705,/997/8/343/1129/549/856/1014/27/,706,root/grey/BS/IB/TH/DORpm/GENv/IGL,FF909F,FF909E
563807439,,Intermediate geniculate nucleus,IntG,8,1014.0,7,706,/997/8/343/1129/549/856/1014/563807439/,707,root/grey/BS/IB/TH/DORpm/GENv/IntG,FF909F,FE8D9D
178,163.0,Ventral part of the lateral geniculate complex,LGv,8,1014.0,7,707,/997/8/343/1129/549/856/1014/178/,708,root/grey/BS/IB/TH/DORpm/GENv/LGv,FF909F,FF8E9F
321,464.0,Subgeniculate nucleus,SubG,8,1014.0,7,710,/997/8/343/1129/549/856/1014/321/,711,root/grey/BS/IB/TH/DORpm/GENv/SubG,FF909F,FD8F9E
483,201.0,Medial habenula,MH,8,958.0,7,712,/997/8/343/1129/549/856/958/483/,713,root/grey/BS/IB/TH/DORpm/EPI/MH,FF909F,FF8D9F
186,164.0,Lateral habenula,LH,8,958.0,7,713,/997/8/343/1129/549/856/958/186/,714,root/grey/BS/IB/TH/DORpm/EPI/LH,FF909F,FF8F9D
953,260.0,Pineal body,PIN,8,958.0,7,714,/997/8/343/1129/549/856/958/953/,715,root/grey/BS/IB/TH/DORpm/EPI/PIN,FF909F,FE8F9C
432,902.0,Nucleus circularis,NC,8,332.0,7,719,/997/8/343/1129/1097/157/332/432/,720,root/grey/BS/IB/HY/PVZ/ASO/NC,FF5D50,FD5D4F
71,291.0,"Paraventricular hypothalamic nucleus, magnocellular division",PVHm,9,38.0,7,721,/997/8/343/1129/1097/157/38/71/,722,root/grey/BS/IB/HY/PVZ/PVH/PVHm,FF5D50,FF5C4F
94,294.0,"Paraventricular hypothalamic nucleus, parvicellular division",PVHp,9,38.0,7,727,/997/8/343/1129/1097/157/38/94/,728,root/grey/BS/IB/HY/PVZ/PVH/PVHp,FF5D50,FE5C4F
668,790.0,"Dorsomedial nucleus of the hypothalamus, anterior part",DMHa,9,830.0,7,740,/997/8/343/1129/1097/141/830/668/,741,root/grey/BS/IB/HY/PVR/DMH/DMHa,FF5547,FE5545
676,791.0,"Dorsomedial nucleus of the hypothalamus, posterior part",DMHp,9,830.0,7,741,/997/8/343/1129/1097/141/830/676/,742,root/grey/BS/IB/HY/PVR/DMH/DMHp,FF5547,FE5347
684,792.0,"Dorsomedial nucleus of the hypothalamus, ventral part",DMHv,9,830.0,7,742,/997/8/343/1129/1097/141/830/684/,743,root/grey/BS/IB/HY/PVR/DMH/DMHv,FF5547,FD5546
700,794.0,"Anterior hypothalamic nucleus, anterior part",AHNa,9,88.0,7,758,/997/8/343/1129/1097/467/88/700/,759,root/grey/BS/IB/HY/MEZ/AHN/AHNa,FF4C3E,FE4C3C
708,795.0,"Anterior hypothalamic nucleus, central part",AHNc,9,88.0,7,759,/997/8/343/1129/1097/467/88/708/,760,root/grey/BS/IB/HY/MEZ/AHN/AHNc,FF4C3E,FE4C3E
716,796.0,"Anterior hypothalamic nucleus, dorsal part",AHNd,9,88.0,7,760,/997/8/343/1129/1097/467/88/716/,761,root/grey/BS/IB/HY/MEZ/AHN/AHNd,FF4C3E,FE4A3E
724,797.0,"Anterior hypothalamic nucleus, posterior part",AHNp,9,88.0,7,761,/997/8/343/1129/1097/467/88/724/,762,root/grey/BS/IB/HY/MEZ/AHN/AHNp,FF4C3E,FD4C3D
210,167.0,Lateral mammillary nucleus,LM,8,331.0,7,763,/997/8/343/1129/1097/467/331/210/,764,root/grey/BS/IB/HY/MEZ/MBO/LM,FF4C3E,FF4B3D
491,202.0,Medial mammillary nucleus,MM,8,331.0,7,764,/997/8/343/1129/1097/467/331/491/,765,root/grey/BS/IB/HY/MEZ/MBO/MM,FF4C3E,FF4A3E
525,348.0,Supramammillary nucleus,SUM,8,331.0,7,770,/997/8/343/1129/1097/467/331/525/,771,root/grey/BS/IB/HY/MEZ/MBO/SUM,FF4C3E,FF493D
557,352.0,Tuberomammillary nucleus,TM,8,331.0,7,773,/997/8/343/1129/1097/467/331/557/,774,root/grey/BS/IB/HY/MEZ/MBO/TM,FF4C3E,FF4B3C
740,799.0,"Medial preoptic nucleus, central part",MPNc,9,515.0,7,777,/997/8/343/1129/1097/467/515/740/,778,root/grey/BS/IB/HY/MEZ/MPN/MPNc,FF4C3E,FE4A3D
748,800.0,"Medial preoptic nucleus, lateral part",MPNl,9,515.0,7,778,/997/8/343/1129/1097/467/515/748/,779,root/grey/BS/IB/HY/MEZ/MPN/MPNl,FF4C3E,FD4B3D
756,801.0,"Medial preoptic nucleus, medial part",MPNm,9,515.0,7,779,/997/8/343/1129/1097/467/515/756/,780,root/grey/BS/IB/HY/MEZ/MPN/MPNm,FF4C3E,FF4A3C
439,903.0,"Paraventricular hypothalamic nucleus, descending division, dorsal parvicellular part",PVHdp,9,63.0,7,783,/997/8/343/1129/1097/467/63/439/,784,root/grey/BS/IB/HY/MEZ/PVHd/PVHdp,FF4C3E,FE4B3E
447,904.0,"Paraventricular hypothalamic nucleus, descending division, forniceal part",PVHf,9,63.0,7,784,/997/8/343/1129/1097/467/63/447/,785,root/grey/BS/IB/HY/MEZ/PVHd/PVHf,FF4C3E,FE4B3D
455,905.0,"Paraventricular hypothalamic nucleus, descending division, lateral parvicellular part",PVHlp,9,63.0,7,785,/997/8/343/1129/1097/467/63/455/,786,root/grey/BS/IB/HY/MEZ/PVHd/PVHlp,FF4C3E,FE4B3B
464,906.0,"Paraventricular hypothalamic nucleus, descending division, medial parvicellular part, ventral zone",PVHmpv,9,63.0,7,786,/997/8/343/1129/1097/467/63/464/,787,root/grey/BS/IB/HY/MEZ/PVHd/PVHmpv,FF4C3E,FE4B3C
761,802.0,"Ventromedial hypothalamic nucleus, anterior part",VMHa,9,693.0,7,788,/997/8/343/1129/1097/467/693/761/,789,root/grey/BS/IB/HY/MEZ/VMH/VMHa,FF4C3E,FD4C3C
769,803.0,"Ventromedial hypothalamic nucleus, central part",VMHc,9,693.0,7,789,/997/8/343/1129/1097/467/693/769/,790,root/grey/BS/IB/HY/MEZ/VMH/VMHc,FF4C3E,FD4A3E
777,804.0,"Ventromedial hypothalamic nucleus, dorsomedial part",VMHdm,9,693.0,7,790,/997/8/343/1129/1097/467/693/777/,791,root/grey/BS/IB/HY/MEZ/VMH/VMHdm,FF4C3E,FF4C3B
785,805.0,"Ventromedial hypothalamic nucleus, ventrolateral part",VMHvl,9,693.0,7,791,/997/8/343/1129/1097/467/693/785/,792,root/grey/BS/IB/HY/MEZ/VMH/VMHvl,FF4C3E,FF493E
796,806.0,Dopaminergic A13 group,A13,9,797.0,7,803,/997/8/343/1129/1097/290/797/796/,804,root/grey/BS/IB/HY/LZ/ZI/A13,F2483B,F2463B
804,807.0,Fields of Forel,FF,9,797.0,7,804,/997/8/343/1129/1097/290/797/804/,805,root/grey/BS/IB/HY/LZ/ZI/FF,F2483B,F24739
494,910.0,"Superior colliculus, motor related, intermediate gray layer, sublayer a",SCig-a,10,10.0,7,835,/997/8/343/313/323/294/10/494/,836,root/grey/BS/MB/MBmot/SCm/SCig/SCig-a,FF90FF,FF8EFD
503,911.0,"Superior colliculus, motor related, intermediate gray layer, sublayer b",SCig-b,10,10.0,7,836,/997/8/343/313/323/294/10/503/,837,root/grey/BS/MB/MBmot/SCm/SCig/SCig-b,FF90FF,FD90FD
511,912.0,"Superior colliculus, motor related, intermediate gray layer, sublayer c",SCig-c,10,10.0,7,837,/997/8/343/313/323/294/10/511/,838,root/grey/BS/MB/MBmot/SCm/SCig/SCig-c,FF90FF,FD8EFF
607344834,,"Interpeduncular nucleus, rostral",IPR,9,100.0,7,871,/997/8/343/313/348/165/100/607344834/,872,root/grey/BS/MB/MBsta/RAmb/IPN/IPR,FFA6FF,FFA4FE
607344838,,"Interpeduncular nucleus, caudal",IPC,9,100.0,7,872,/997/8/343/313/348/165/100/607344838/,873,root/grey/BS/MB/MBsta/RAmb/IPN/IPC,FFA6FF,FFA5FE
607344842,,"Interpeduncular nucleus, apical",IPA,9,100.0,7,873,/997/8/343/313/348/165/100/607344842/,874,root/grey/BS/MB/MBsta/RAmb/IPN/IPA,FFA6FF,FEA6FE
607344846,,"Interpeduncular nucleus, lateral",IPL,9,100.0,7,874,/997/8/343/313/348/165/100/607344846/,875,root/grey/BS/MB/MBsta/RAmb/IPN/IPL,FFA6FF,FEA5FF
607344850,,"Interpeduncular nucleus, intermediate",IPI,9,100.0,7,875,/997/8/343/313/348/165/100/607344850/,876,root/grey/BS/MB/MBsta/RAmb/IPN/IPI,FFA6FF,FEA6FD
607344854,,"Interpeduncular nucleus, dorsomedial",IPDM,9,100.0,7,876,/997/8/343/313/348/165/100/607344854/,877,root/grey/BS/MB/MBsta/RAmb/IPN/IPDM,FFA6FF,FEA4FF
607344858,,"Interpeduncular nucleus, dorsolateral",IPDL,9,100.0,7,877,/997/8/343/313/348/165/100/607344858/,878,root/grey/BS/MB/MBsta/RAmb/IPN/IPDL,FFA6FF,FDA6FE
607344862,,"Interpeduncular nucleus, rostrolateral",IPRL,9,100.0,7,878,/997/8/343/313/348/165/100/607344862/,879,root/grey/BS/MB/MBsta/RAmb/IPN/IPRL,FFA6FF,FEA5FE
82,434.0,"Nucleus of the lateral lemniscus, dorsal part",NLLd,9,612.0,7,886,/997/8/343/1065/771/1132/612/82/,887,root/grey/BS/HB/P/P-sen/NLL/NLLd,FFAE6F,FFAE6E
90,435.0,"Nucleus of the lateral lemniscus, horizontal part",NLLh,9,612.0,7,887,/997/8/343/1065/771/1132/612/90/,888,root/grey/BS/HB/P/P-sen/NLL/NLLh,FFAE6F,FFAD6F
99,436.0,"Nucleus of the lateral lemniscus, ventral part",NLLv,9,612.0,7,888,/997/8/343/1065/771/1132/612/99/,889,root/grey/BS/HB/P/P-sen/NLL/NLLv,FFAE6F,FEAE6F
123,156.0,Koelliker-Fuse subnucleus,KF,9,867.0,7,891,/997/8/343/1065/771/1132/867/123/,892,root/grey/BS/HB/P/P-sen/PB/KF,FFAE6F,FEAD6E
881,251.0,"Parabrachial nucleus, lateral division",PBl,9,867.0,7,892,/997/8/343/1065/771/1132/867/881/,893,root/grey/BS/HB/P/P-sen/PB/PBl,FFAE6F,FEAE6D
890,252.0,"Parabrachial nucleus, medial division",PBm,9,867.0,7,898,/997/8/343/1065/771/1132/867/890/,899,root/grey/BS/HB/P/P-sen/PB/PBm,FFAE6F,FDAE6E
122,439.0,"Superior olivary complex, periolivary region",POR,9,398.0,7,903,/997/8/343/1065/771/1132/398/122/,904,root/grey/BS/HB/P/P-sen/SOC/POR,FFAE6F,FEAD6F
105,437.0,"Superior olivary complex, medial part",SOCm,9,398.0,7,904,/997/8/343/1065/771/1132/398/105/,905,root/grey/BS/HB/P/P-sen/SOC/SOCm,FFAE6F,FFAD6E
114,438.0,"Superior olivary complex, lateral part",SOCl,9,398.0,7,905,/997/8/343/1065/771/1132/398/114/,906,root/grey/BS/HB/P/P-sen/SOC/SOCl,FFAE6F,FEAE6E
137,441.0,"Superior central nucleus raphe, lateral part",CSl,9,679.0,7,926,/997/8/343/1065/771/1117/679/137/,927,root/grey/BS/HB/P/P-sat/CS/CSl,FFC395,FFC394
130,440.0,"Superior central nucleus raphe, medial part",CSm,9,679.0,7,927,/997/8/343/1065/771/1117/679/130/,928,root/grey/BS/HB/P/P-sat/CS/CSm,FFC395,FFC395
112,862.0,Granular lamina of the cochlear nuclei,CNlam,8,607.0,7,939,/997/8/343/1065/354/386/607/112/,940,root/grey/BS/HB/MY/MY-sen/CN/CNlam,FFA5D2,FEA4D1
560,918.0,"Cochlear nucleus, subpedunclular granular region",CNspg,8,607.0,7,940,/997/8/343/1065/354/386/607/560/,941,root/grey/BS/HB/MY/MY-sen/CN/CNspg,FFA5D2,FFA3D1
96,860.0,Dorsal cochlear nucleus,DCO,8,607.0,7,941,/997/8/343/1065/354/386/607/96/,942,root/grey/BS/HB/MY/MY-sen/CN/DCO,FFA5D2,FEA5D1
101,861.0,Ventral cochlear nucleus,VCO,8,607.0,7,942,/997/8/343/1065/354/386/607/101/,943,root/grey/BS/HB/MY/MY-sen/CN/VCO,FFA5D2,FEA4D2
711,88.0,Cuneate nucleus,CU,8,720.0,7,944,/997/8/343/1065/354/386/720/711/,945,root/grey/BS/HB/MY/MY-sen/DCN/CU,FFA5D2,FDA5D0
1039,129.0,Gracile nucleus,GR,8,720.0,7,945,/997/8/343/1065/354/386/720/1039/,946,root/grey/BS/HB/MY/MY-sen/DCN/GR,FFA5D2,FEA3D0
659,223.0,"Nucleus of the solitary tract, central part",NTSce,9,651.0,7,949,/997/8/343/1065/354/386/651/659/,950,root/grey/BS/HB/MY/MY-sen/NTS/NTSce,FFA5D2,FDA4D2
666,224.0,"Nucleus of the solitary tract, commissural part",NTSco,9,651.0,7,950,/997/8/343/1065/354/386/651/666/,951,root/grey/BS/HB/MY/MY-sen/NTS/NTSco,FFA5D2,FEA4D0
674,225.0,"Nucleus of the solitary tract, gelatinous part",NTSge,9,651.0,7,951,/997/8/343/1065/354/386/651/674/,952,root/grey/BS/HB/MY/MY-sen/NTS/NTSge,FFA5D2,FEA3D1
682,226.0,"Nucleus of the solitary tract, lateral part",NTSl,9,651.0,7,952,/997/8/343/1065/354/386/651/682/,953,root/grey/BS/HB/MY/MY-sen/NTS/NTSl,FFA5D2,FDA4D1
691,227.0,"Nucleus of the solitary tract, medial part",NTSm,9,651.0,7,953,/997/8/343/1065/354/386/651/691/,954,root/grey/BS/HB/MY/MY-sen/NTS/NTSm,FFA5D2,FFA3D0
77,858.0,"Spinal nucleus of the trigeminal, oral part, caudal dorsomedial part",SPVOcdm,10,445.0,7,957,/997/8/343/1065/354/386/445/77/,958,root/grey/BS/HB/MY/MY-sen/SPVO/SPVOcdm,FFA5D2,FFA4D1
53,855.0,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, dorsal zone",SPVOmdmd,10,445.0,7,958,/997/8/343/1065/354/386/445/53/,959,root/grey/BS/HB/MY/MY-sen/SPVO/SPVOmdmd,FFA5D2,FFA5D1
61,856.0,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, ventral zone",SPVOmdmv,10,445.0,7,959,/997/8/343/1065/354/386/445/61/,960,root/grey/BS/HB/MY/MY-sen/SPVO/SPVOmdmv,FFA5D2,FFA4D2
45,854.0,"Spinal nucleus of the trigeminal, oral part, rostral dorsomedial part",SPVOrdm,10,445.0,7,960,/997/8/343/1065/354/386/445/45/,961,root/grey/BS/HB/MY/MY-sen/SPVO/SPVOrdm,FFA5D2,FFA5D2
69,857.0,"Spinal nucleus of the trigeminal, oral part, ventrolateral part",SPVOvl,10,445.0,7,961,/997/8/343/1065/354/386/445/69/,962,root/grey/BS/HB/MY/MY-sen/SPVO/SPVOvl,FFA5D2,FEA5D2
939,824.0,"Nucleus ambiguus, dorsal division",AMBd,9,135.0,7,971,/997/8/343/1065/354/370/135/939/,972,root/grey/BS/HB/MY/MY-mot/AMB/AMBd,FFB3D9,FEB3D6
143,17.0,"Nucleus ambiguus, ventral division",AMBv,9,135.0,7,972,/997/8/343/1065/354/370/135/143/,973,root/grey/BS/HB/MY/MY-mot/AMB/AMBv,FFB3D9,FEB3D8
955,826.0,"Lateral reticular nucleus, magnocellular part",LRNm,9,235.0,7,982,/997/8/343/1065/354/370/235/955/,983,root/grey/BS/HB/MY/MY-mot/LRN/LRNm,FFB3D9,FCB3D7
963,827.0,"Lateral reticular nucleus, parvicellular part",LRNp,9,235.0,7,983,/997/8/343/1065/354/370/235/963/,984,root/grey/BS/HB/MY/MY-mot/LRN/LRNp,FFB3D9,FEB0D9
1098,844.0,"Medullary reticular nucleus, dorsal part",MDRNd,9,395.0,7,986,/997/8/343/1065/354/370/395/1098/,987,root/grey/BS/HB/MY/MY-mot/MDRN/MDRNd,FFB3D9,FDB1D7
1107,845.0,"Medullary reticular nucleus, ventral part",MDRNv,9,395.0,7,987,/997/8/343/1065/354/370/395/1107/,988,root/grey/BS/HB/MY/MY-mot/MDRN/MDRNv,FFB3D9,FFB1D6
970,828.0,"Paragigantocellular reticular nucleus, dorsal part",PGRNd,9,938.0,7,991,/997/8/343/1065/354/370/938/970/,992,root/grey/BS/HB/MY/MY-mot/PGRN/PGRNd,FFB3D9,FCB3D8
978,829.0,"Paragigantocellular reticular nucleus, lateral part",PGRNl,9,938.0,7,992,/997/8/343/1065/354/370/938/978/,993,root/grey/BS/HB/MY/MY-mot/PGRN/PGRNl,FFB3D9,FCB2D9
161,444.0,Nucleus intercalatus,NIS,8,154.0,7,994,/997/8/343/1065/354/370/154/161/,995,root/grey/BS/HB/MY/MY-mot/PHY/NIS,FFB3D9,FEB2D8
177,446.0,Nucleus of Roller,NR,8,154.0,7,995,/997/8/343/1065/354/370/154/177/,996,root/grey/BS/HB/MY/MY-mot/PHY/NR,FFB3D9,FFB1D9
169,445.0,Nucleus prepositus,PRP,8,154.0,7,996,/997/8/343/1065/354/370/154/169/,997,root/grey/BS/HB/MY/MY-mot/PHY/PRP,FFB3D9,FFB3D7
185,447.0,"Parapyramidal nucleus, deep part",PPYd,9,1069.0,7,999,/997/8/343/1065/354/370/1069/185/,1000,root/grey/BS/HB/MY/MY-mot/PPY/PPYd,FFB3D9,FDB3D9
193,448.0,"Parapyramidal nucleus, superficial part",PPYs,9,1069.0,7,1000,/997/8/343/1065/354/370/1069/193/,1001,root/grey/BS/HB/MY/MY-mot/PPY/PPYs,FFB3D9,FFB2D7
209,450.0,Lateral vestibular nucleus,LAV,8,701.0,7,1002,/997/8/343/1065/354/370/701/209/,1003,root/grey/BS/HB/MY/MY-mot/VNC/LAV,FFB3D9,FEB3D7
202,449.0,Medial vestibular nucleus,MV,8,701.0,7,1003,/997/8/343/1065/354/370/701/202/,1004,root/grey/BS/HB/MY/MY-mot/VNC/MV,FFB3D9,FFB0D7
225,452.0,Spinal vestibular nucleus,SPIV,8,701.0,7,1004,/997/8/343/1065/354/370/701/225/,1005,root/grey/BS/HB/MY/MY-mot/VNC/SPIV,FFB3D9,FEB1D9
217,451.0,Superior vestibular nucleus,SUV,8,701.0,7,1005,/997/8/343/1065/354/370/701/217/,1006,root/grey/BS/HB/MY/MY-mot/VNC/SUV,FFB3D9,FDB3D6
10710,,"Lobule II, molecular layer",CENT2mo,11,976.0,7,1026,/997/8/512/528/645/920/976/10710/,1027,root/grey/CB/CBX/VERM/CENT/CENT2/CENT2mo,FFFC91,FEF98F
10709,,"Lobule II, Purkinje layer",CENT2pu,11,976.0,7,1027,/997/8/512/528/645/920/976/10709/,1028,root/grey/CB/CBX/VERM/CENT/CENT2/CENT2pu,FFFC91,FEF891
10708,,"Lobule II, granular layer",CENT2gr,11,976.0,7,1028,/997/8/512/528/645/920/976/10708/,1029,root/grey/CB/CBX/VERM/CENT/CENT2/CENT2gr,ECE754,EBE654
10713,,"Lobule III, molecular layer",CENT3mo,11,984.0,7,1030,/997/8/512/528/645/920/984/10713/,1031,root/grey/CB/CBX/VERM/CENT/CENT3/CENT3mo,FFFC91,FDF98F
10712,,"Lobule III, Purkinje layer",CENT3pu,11,984.0,7,1031,/997/8/512/528/645/920/984/10712/,1032,root/grey/CB/CBX/VERM/CENT/CENT3/CENT3pu,FFFC91,FFFC90
10711,,"Lobule III, granular layer",CENT3gr,11,984.0,7,1032,/997/8/512/528/645/920/984/10711/,1033,root/grey/CB/CBX/VERM/CENT/CENT3/CENT3gr,ECE754,ECE654
10716,,"Lobule IV, molecular layer",CUL4mo,11,992.0,7,1035,/997/8/512/528/645/928/992/10716/,1036,root/grey/CB/CBX/VERM/CUL/CUL4/CUL4mo,FFFC91,FDFA90
10715,,"Lobule IV, Purkinje layer",CUL4pu,11,992.0,7,1036,/997/8/512/528/645/928/992/10715/,1037,root/grey/CB/CBX/VERM/CUL/CUL4/CUL4pu,FFFC91,FDFB8E
10714,,"Lobule IV, granular layer",CUL4gr,11,992.0,7,1037,/997/8/512/528/645/928/992/10714/,1038,root/grey/CB/CBX/VERM/CUL/CUL4/CUL4gr,ECE754,ECE754
10719,,"Lobule V, molecular layer",CUL5mo,11,1001.0,7,1039,/997/8/512/528/645/928/1001/10719/,1040,root/grey/CB/CBX/VERM/CUL/CUL5/CUL5mo,FFFC91,FEFC8D
10718,,"Lobule V, Purkinje layer",CUL5pu,11,1001.0,7,1040,/997/8/512/528/645/928/1001/10718/,1041,root/grey/CB/CBX/VERM/CUL/CUL5/CUL5pu,FFFC91,FFF890
10717,,"Lobule V, granular layer",CUL5gr,11,1001.0,7,1041,/997/8/512/528/645/928/1001/10717/,1042,root/grey/CB/CBX/VERM/CUL/CUL5/CUL5gr,ECE754,EBE554
10722,,"Lobules IV-V, molecular layer","CUL4, 5mo",11,1091.0,7,1043,/997/8/512/528/645/928/1091/10722/,1044,"root/grey/CB/CBX/VERM/CUL/CUL4, 5/CUL4, 5mo",FFFC91,FEFB91
10721,,"Lobules IV-V, Purkinje layer","CUL4, 5pu",11,1091.0,7,1044,/997/8/512/528/645/928/1091/10721/,1045,"root/grey/CB/CBX/VERM/CUL/CUL4, 5/CUL4, 5pu",FFFC91,FCFA90
10720,,"Lobules IV-V, granular layer","CUL4, 5gr",11,1091.0,7,1045,/997/8/512/528/645/928/1091/10720/,1046,"root/grey/CB/CBX/VERM/CUL/CUL4, 5/CUL4, 5gr",ECE754,EBE754
10677,,"Crus 1, molecular layer",ANcr1mo,11,1056.0,7,1073,/997/8/512/528/1073/1017/1056/10677/,1074,root/grey/CB/CBX/HEM/AN/ANcr1/ANcr1mo,FFFC91,FDFC8E
10676,,"Crus 1, Purkinje layer",ANcr1pu,11,1056.0,7,1074,/997/8/512/528/1073/1017/1056/10676/,1075,root/grey/CB/CBX/HEM/AN/ANcr1/ANcr1pu,FFFC91,FFFB91
10675,,"Crus 1, granular layer",ANcr1gr,11,1056.0,7,1075,/997/8/512/528/1073/1017/1056/10675/,1076,root/grey/CB/CBX/HEM/AN/ANcr1/ANcr1gr,ECE754,ECE753
10680,,"Crus 2, molecular layer",ANcr2mo,11,1064.0,7,1077,/997/8/512/528/1073/1017/1064/10680/,1078,root/grey/CB/CBX/HEM/AN/ANcr2/ANcr2mo,FFFC91,FEFA8E
10679,,"Crus 2, Purkinje layer",ANcr2pu,11,1064.0,7,1078,/997/8/512/528/1073/1017/1064/10679/,1079,root/grey/CB/CBX/HEM/AN/ANcr2/ANcr2pu,FFFC91,FCFC8F
